TITLE,COMPANY,LOCATION,SALARY
Personalized Internet Assessor Kannada Language,Lionbridge,"Bengaluru, Karnataka",
IT Recruiter,Shiksha Infotech Pvt. Ltd,,250000.0
REQUIRED MAINFRAME SUPPORT TECHNICIAN,HCS Group,,
Trainee QA - Testing/,HB Services,,
"3D Designer - 3DS Max, VRay, Photoshop",The Studio by Nandita Manwani,,216000.0
Digital Marketing Strategist,Thrive United Ventures Pvt Ltd,,420000.0
QA Manual Testing,HealthifyMe Wellness Private Limited,,
Trademark Associate,Ediplis,,
Apprentice,Rail Wheel Factory,,147132
Service Center Engineer-L1 Support,Micro Focus,,
Wintel Admin,IBEON INFOTECH,,
Professional Copy Writer,CHAKRA DIGITAL,"Bengaluru, Karnataka",
Assistant Administrator,"Euro Kids, R T Nagar","R. T. Nagar, Bengaluru, Karnataka",144000
Personalized Internet Assessor Kannada Language,Lionbridge,"Bengaluru, Karnataka",
Offshore & Onshore Materials Coordinator (Shut down project),NITIN,,3250.0
Safety Associate Trainee (Pharmacovigilance),IQVIA Pvt Ltd,,
General Maintenance Technician,ACCOR,,
Customer Service Representative,UnitedHealth Group,,
Admin Executive,TeamLease Digital Private Ltd.,,510000.0
Receptionist,Indian Telephone Industries Limited,,233256
Banquet Executive,COMFORT INN INSYS BY CHOICE HOTELS,,252000.0
Reception cum Billing executive - bangalore,DS Placement Services Private Limited,,
W00305,Unisys,,
Auto Claim Insurance,Boaats Corporate Solutions,,500000
Professional Copy Writer,CHAKRA DIGITAL,"Bengaluru, Karnataka",
Assistant Administrator,"Euro Kids, R T Nagar","R. T. Nagar, Bengaluru, Karnataka",144000
Personalized Internet Assessor Kannada Language,Lionbridge,"Bengaluru, Karnataka",
Branch Operations Officer,L&T Financial,,195000.0
Accounts Payable-,Inflow Technologies,,
IT Recruiter,Metamorf Infotech,,
Customer Support Associate,Your Pitchh,,250000.0
Front end SDE1 - Merchant Performance Team,"Groupon, Inc.",,
E-COMMERCE REAL ESTATE PROCESS,Vibry Business Solutions,,312000
Hospital Receptionist : Near Konanakunta Cross,Family Health Care www.mdmctrust.org,,
Guest Services Assistant,AirAsia,,
SketchUp Modeller,Adebeo Solutions Pvt. Ltd,,258000.0
Internal Audit - Generalist - Associate,PwC,,
Professional Copy Writer,CHAKRA DIGITAL,"Bengaluru, Karnataka",
Assistant Administrator,"Euro Kids, R T Nagar","R. T. Nagar, Bengaluru, Karnataka",144000
Personalized Internet Assessor Kannada Language,Lionbridge,"Bengaluru, Karnataka",
CA_Supervising Associate_Multimedia,EY,,
GEMOLOGY & DIAMOND GRADING FACULTY,Vogue Institute of fashion Technology,,
Associate-Employability and Education,Tech Mahindra Foundation,,
Mathematicians,ITI Limited,,650000
Accounts Internship,Vasan & Sampath LLP,,162000.0
TA Analytics,Mindtree,,
Recruiters-IT,Nu Second Technogy-Staffing Solutions,,
Trainee Developers,Dalason Software Solutions,,
JavaScript,Accenture,,
Cassandra Admin,SonicWall,,
Professional Copy Writer,CHAKRA DIGITAL,"Bengaluru, Karnataka",
Assistant Administrator,"Euro Kids, R T Nagar","R. T. Nagar, Bengaluru, Karnataka",144000
Personalized Internet Assessor Kannada Language,Lionbridge,"Bengaluru, Karnataka",
Store assistance,"Seoul Store, Hennur, Bangalore",,180000.0
Travel Advisor,Star Tours & Holidays Pvt. Ltd.,,210000.0
Jira Administrator,Cotocus,,
PR Executive,Evoc Communications Consulting,,
Economics Lecturer,"Jain College, Palace road , Bangalore",,270000.0
Production Supervisor,Bangalore Software Services,,
Caricature Artist/ Illustrator,MAP Systems,,
SAS – 12 to 15 years – Bangalore,Capgemini,,
Customer Research Executive,Niki.ai,,
SDET,Deployd.io,,750000.0
Professional Copy Writer,CHAKRA DIGITAL,"Bengaluru, Karnataka",
Assistant Administrator,"Euro Kids, R T Nagar","R. T. Nagar, Bengaluru, Karnataka",144000
Personalized Internet Assessor Kannada Language,Lionbridge,"Bengaluru, Karnataka",
Inside Sales Executive,Simplilearn,,5400000.0
"Strategic Projects, AVP",State Street,,
Customer Service Officer (Auto Claim Process),SSSPL,,500000.0
Front Office Executive,Sri Sri Tattva Panchakarma,,
Claims Representative Associate,UnitedHealth Group,,
Sales Processing Associate IV,Hewlett Packard Enterprise,,
Machine Learning (Image Processing) Internship,SureClaim,,144000
Quality Assurance Internship,Divum Corporate Services Private Limited,,96000
System/Network Administrator,GSN Games,,
Quality Control Officer - Garment manufacturing - based in B...,ANJ General Trading LLC,,
Professional Copy Writer,CHAKRA DIGITAL,"Bengaluru, Karnataka",
Assistant Administrator,"Euro Kids, R T Nagar","R. T. Nagar, Bengaluru, Karnataka",144000
Personalized Internet Assessor Kannada Language,Lionbridge,"Bengaluru, Karnataka",
Sales & Marketing Executive,Fateh Stones International Pvt Ltd,,390000.0
Content Writer,"Phapa Technologies pvt ltd.,",,330000.0
Presales,Meddiff Technologies Pvt. ltd.,,800000.0
Administration,Radel Electronics,,
English Editor,Deluxe Entertainment Services Group,,
Accounts Assistant,G Pradeep & Associates,,156000.0
Presales Executive,Glauben Technology,,
Experienced IT Recruiter,Hyclosys Technologies Private Limited,,410000.0
BDE,Step2dreams Advisory Pvt Ltd,,220000.0
Finance Executive,Snap Fitness,,162000.0
Professional Copy Writer,CHAKRA DIGITAL,"Bengaluru, Karnataka",
Assistant Administrator,"Euro Kids, R T Nagar","R. T. Nagar, Bengaluru, Karnataka",144000
Personalized Internet Assessor Kannada Language,Lionbridge,"Bengaluru, Karnataka",
Graphic Designer - Photoshop/ Illustrator,Vibrant-info,,300000.0
Robotics Trainer,Innostem edunce edlabs pvt ltd,,90000.0
Officer Customer Support,Huhtamaki Group,,
Subscription Renewals Representative,Informatica,,
Recruiter,Rooman Technologies,,
Video Editor for Animation Studio,Animation Studio in Bangalore,,480000.0
Back Office Executive,Bgvonline,,150000.0
Data Entry Operator,CHINMAYA MISSION HOSPITAL,,138000.0
Accounts Internship in Bangalore at WizKlub,Wizklub Learning Pvt Ltd,,150000.0
QA Manual testing,Accion Labs,,
